Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level,normalized_task
2025-07-31 12:44:57,62.0,61.0,58.0,60.0,59.0,62.0,60.0,60.0,62.0,1007,24.89,0.2670830271858928
2025-07-31 12:44:58,59.0,57.0,55.0,59.0,57.0,59.0,57.0,58.0,57.0,1009,28.61,0.31263776634827334
2025-07-31 12:44:59,55.0,54.0,53.0,54.0,53.0,55.0,53.0,54.0,52.0,1010,29.15,0.31925055106539313
2025-07-31 12:45:00,70.0,67.0,64.0,69.0,67.0,70.0,68.0,68.0,67.0,1008,37.72,0.4241978937056086
2025-07-31 12:45:01,58.0,57.0,55.0,58.0,56.0,58.0,56.0,58.0,58.0,1008,25.6,0.27577761449914284
2025-07-31 12:45:02,59.0,58.0,55.0,58.0,56.0,58.0,56.0,59.0,58.0,1010,24.1,0.257408768062699
2025-07-31 12:45:03,60.0,59.0,56.0,59.0,57.0,60.0,58.0,59.0,59.0,1007,37.09,0.4164829782023023
2025-07-31 12:45:04,60.0,59.0,57.0,60.0,58.0,60.0,58.0,60.0,59.0,1011,36.42,0.40827822679402404
2025-07-31 12:45:06,56.0,54.0,53.0,54.0,53.0,55.0,53.0,55.0,53.0,1011,24.74,0.2652461425422483
2025-07-31 12:45:07,70.0,69.0,67.0,70.0,68.0,70.0,69.0,70.0,70.0,1009,35.21,0.39346069066862605
2025-07-31 12:45:08,57.0,56.0,54.0,56.0,54.0,57.0,55.0,56.0,55.0,1009,36.7,0.4117070781288269
2025-07-31 12:45:09,58.0,57.0,55.0,57.0,55.0,60.0,56.0,57.0,56.0,1009,26.94,0.29218711731569924
2025-07-31 12:45:10,60.0,59.0,56.0,59.0,57.0,60.0,58.0,59.0,57.0,1011,22.69,0.24014205241244183
2025-07-31 12:45:11,62.0,62.0,57.0,60.0,59.0,62.0,59.0,60.0,59.0,1008,30.82,0.3397012000979672
2025-07-31 12:45:12,60.0,60.0,57.0,59.0,57.0,60.0,57.0,60.0,58.0,1009,36.6,0.41048248836639734
2025-07-31 12:45:13,56.0,55.0,53.0,55.0,54.0,56.0,54.0,55.0,54.0,1011,27.38,0.2975753122703894
2025-07-31 12:45:14,72.0,71.0,67.0,72.0,70.0,72.0,69.0,70.0,69.0,1008,24.5,0.2623071271124174
2025-07-31 12:45:15,57.0,56.0,54.0,56.0,55.0,57.0,55.0,57.0,56.0,1010,29.07,0.31827087925544945
2025-07-31 12:45:16,56.0,55.0,53.0,56.0,54.0,56.0,55.0,56.0,55.0,1011,28.75,0.31435219201567477
2025-07-31 12:45:17,72.0,70.0,67.0,71.0,69.0,72.0,70.0,70.0,70.0,1009,36.68,0.41146216017634096
2025-07-31 12:45:18,57.0,57.0,54.0,57.0,54.0,57.0,55.0,57.0,55.0,1011,25.16,0.2703894195444526
2025-07-31 12:45:19,57.0,56.0,54.0,57.0,54.0,57.0,55.0,57.0,55.0,1010,26.25,0.2837374479549351
2025-07-31 12:45:20,57.0,55.0,54.0,57.0,54.0,57.0,55.0,56.0,55.0,1011,22.91,0.2428361498897869
2025-07-31 12:45:21,61.0,59.0,57.0,60.0,58.0,61.0,58.0,59.0,59.0,1007,35.39,0.3956649522409993
2025-07-31 12:45:22,60.0,59.0,56.0,60.0,57.0,59.0,57.0,58.0,57.0,1009,35.13,0.3924810188586824
2025-07-31 12:45:23,57.0,55.0,54.0,56.0,54.0,57.0,54.0,56.0,55.0,1012,29.44,0.3228018613764389
2025-07-31 12:45:24,70.0,66.0,63.0,68.0,65.0,67.0,70.0,65.0,65.0,1008,20.41,0.21222140582904725
2025-07-31 12:45:25,63.0,59.0,58.0,60.0,58.0,63.0,59.0,61.0,59.0,1010,40.82,0.4621601763409258
2025-07-31 12:45:26,57.0,56.0,54.0,56.0,55.0,56.0,55.0,56.0,55.0,1011,29.14,0.31912809208915016
2025-07-31 12:45:27,74.0,73.0,68.0,73.0,71.0,74.0,70.0,70.0,71.0,1009,26.37,0.2852069556698506
2025-07-31 12:45:28,58.0,57.0,54.0,57.0,55.0,58.0,55.0,57.0,56.0,1011,25.7,0.27700220426157235
2025-07-31 12:45:29,57.0,56.0,54.0,56.0,55.0,57.0,55.0,56.0,55.0,1010,38.67,0.43583149644868974
2025-07-31 12:45:30,72.0,71.0,67.0,71.0,69.0,72.0,71.0,70.0,70.0,1010,31.87,0.35255939260347785
2025-07-31 12:45:31,59.0,57.0,56.0,58.0,55.0,58.0,56.0,59.0,56.0,1010,25.9,0.2794513837864316
2025-07-31 12:45:32,61.0,59.0,57.0,60.0,60.0,61.0,58.0,61.0,59.0,1009,34.75,0.38782757776144994
2025-07-31 12:45:33,57.0,56.0,55.0,57.0,55.0,57.0,55.0,57.0,55.0,1012,35.64,0.39872642664707325
2025-07-31 12:45:34,73.0,72.0,67.0,73.0,70.0,72.0,71.0,72.0,70.0,1010,29.01,0.3175361253979917
2025-07-31 12:45:35,69.0,69.0,64.0,69.0,67.0,69.0,67.0,68.0,67.0,1011,24.26,0.25936811168258633
2025-07-31 12:45:36,59.0,57.0,56.0,59.0,55.0,58.0,56.0,57.0,56.0,1011,34.71,0.3873377418564781
2025-07-31 12:45:37,71.0,70.0,67.0,71.0,68.0,71.0,69.0,70.0,69.0,1012,28.19,0.3074944893460691
2025-07-31 12:45:38,70.0,69.0,67.0,70.0,68.0,70.0,69.0,70.0,68.0,1011,34.57,0.3856233161890767
2025-07-31 12:45:39,59.0,58.0,56.0,59.0,56.0,58.0,57.0,59.0,57.0,1010,23.81,0.2538574577516532
2025-07-31 12:45:40,69.0,68.0,65.0,68.0,66.0,69.0,67.0,66.0,68.0,1012,33.19,0.36872397746754837
2025-07-31 12:45:41,61.0,59.0,57.0,60.0,59.0,61.0,59.0,60.0,58.0,1009,21.04,0.2199363213323537
2025-07-31 12:45:42,69.0,68.0,65.0,69.0,67.0,69.0,67.0,68.0,67.0,1010,37.93,0.42676953220671077
2025-07-31 12:45:43,59.0,58.0,56.0,59.0,57.0,59.0,57.0,58.0,57.0,1011,31.09,0.34300759245652707
2025-07-31 12:45:45,66.0,63.0,62.0,65.0,64.0,66.0,62.0,65.0,62.0,1008,25.28,0.27185892725936817
2025-07-31 12:45:46,69.0,68.0,64.0,69.0,67.0,69.0,68.0,68.0,67.0,1011,35.56,0.3977467548371296
2025-07-31 12:45:47,59.0,58.0,57.0,59.0,56.0,59.0,57.0,59.0,57.0,1011,36.43,0.408400685770267
2025-07-31 12:45:48,73.0,71.0,67.0,71.0,70.0,73.0,70.0,70.0,70.0,1009,21.27,0.2227528777859417
2025-07-31 12:45:49,71.0,69.0,65.0,69.0,67.0,71.0,67.0,70.0,68.0,1012,28.49,0.3111682586333578
2025-07-31 12:45:50,60.0,59.0,58.0,59.0,57.0,59.0,57.0,60.0,57.0,1009,24.73,0.2651236835660054
2025-07-31 12:45:51,59.0,58.0,55.0,59.0,56.0,62.0,61.0,62.0,60.0,1012,36.92,0.414401175606172
2025-07-31 12:45:52,58.0,57.0,56.0,58.0,56.0,57.0,56.0,58.0,56.0,1012,16.24,0.16115601273573352
2025-07-31 12:45:53,72.0,69.0,66.0,72.0,68.0,72.0,68.0,71.0,68.0,1011,39.29,0.44342395297575316
2025-07-31 12:45:54,59.0,59.0,57.0,59.0,57.0,59.0,57.0,58.0,57.0,1011,28.68,0.31349497918197405
2025-07-31 12:45:55,74.0,74.0,68.0,74.0,71.0,74.0,73.0,73.0,72.0,1010,30.97,0.34153808474161157
2025-07-31 12:45:56,71.0,69.0,65.0,71.0,67.0,70.0,68.0,69.0,68.0,1011,18.35,0.18699485672299782
2025-07-31 12:45:57,60.0,59.0,58.0,60.0,58.0,60.0,58.0,59.0,59.0,1010,37.5,0.42150379622826356
2025-07-31 12:45:58,71.0,69.0,68.0,71.0,68.0,71.0,69.0,70.0,69.0,1013,34.98,0.39064413421503796
2025-07-31 12:45:59,58.0,57.0,56.0,58.0,56.0,58.0,57.0,58.0,56.0,1012,24.64,0.2640215527798188
2025-07-31 12:46:00,76.0,75.0,68.0,76.0,70.0,73.0,74.0,72.0,73.0,1010,35.09,0.3919911829537106
2025-07-31 12:46:01,60.0,59.0,57.0,59.0,57.0,60.0,57.0,59.0,58.0,1012,37.08,0.41636051922605927
2025-07-31 12:46:02,61.0,60.0,58.0,60.0,58.0,61.0,59.0,60.0,59.0,1011,32.07,0.35500857212833703
2025-07-31 12:46:03,66.0,61.0,60.0,63.0,61.0,66.0,62.0,61.0,61.0,1009,21.2,0.22189566495224097
2025-07-31 12:46:04,60.0,59.0,57.0,60.0,57.0,60.0,57.0,59.0,58.0,1012,33.45,0.37190791084986535
2025-07-31 12:46:05,63.0,62.0,60.0,62.0,60.0,63.0,63.0,61.0,60.0,1010,33.96,0.37815331863825624
2025-07-31 12:46:06,62.0,61.0,59.0,62.0,60.0,62.0,60.0,61.0,59.0,1010,28.04,0.3056576047024247
2025-07-31 12:46:07,61.0,60.0,58.0,60.0,58.0,61.0,59.0,60.0,59.0,1012,24.08,0.2571638501102131
2025-07-31 12:46:08,62.0,60.0,59.0,62.0,59.0,62.0,60.0,61.0,59.0,1011,34.43,0.38390889052167526
2025-07-31 12:46:09,61.0,60.0,59.0,61.0,58.0,61.0,60.0,60.0,59.0,1011,28.25,0.30822924320352685
2025-07-31 12:46:10,69.0,69.0,66.0,69.0,67.0,69.0,68.0,69.0,69.0,1013,33.5,0.37252020573108013
2025-07-31 12:46:11,62.0,61.0,60.0,62.0,60.0,62.0,61.0,62.0,62.0,1010,24.14,0.2578986039676709
2025-07-31 12:46:12,72.0,70.0,67.0,71.0,70.0,72.0,70.0,72.0,71.0,1014,32.04,0.3546411951996082
2025-07-31 12:46:13,63.0,61.0,60.0,62.0,61.0,63.0,62.0,61.0,62.0,1010,18.22,0.18540289003183932
2025-07-31 12:46:14,59.0,59.0,57.0,59.0,58.0,59.0,57.0,59.0,57.0,1013,47.91,0.5489835904971835
2025-07-31 12:46:15,60.0,59.0,57.0,59.0,57.0,60.0,57.0,59.0,57.0,1012,24.48,0.2620622091599314
2025-07-31 12:46:16,73.0,72.0,68.0,72.0,70.0,73.0,71.0,71.0,71.0,1011,32.47,0.3599069311780554
2025-07-31 12:46:17,60.0,59.0,58.0,60.0,58.0,60.0,57.0,60.0,59.0,1012,29.67,0.325618417830027
2025-07-31 12:46:18,74.0,73.0,70.0,75.0,73.0,74.0,72.0,73.0,72.0,1011,39.52,0.44624050942934124
2025-07-31 12:46:19,72.0,72.0,68.0,72.0,71.0,72.0,71.0,71.0,71.0,1011,26.81,0.2905951506245408
2025-07-31 12:46:20,61.0,59.0,58.0,60.0,59.0,61.0,58.0,60.0,59.0,1012,23.32,0.24785696791574827
2025-07-31 12:46:21,72.0,71.0,68.0,71.0,71.0,72.0,70.0,72.0,71.0,1012,35.6,0.39823659074210144
2025-07-31 12:46:22,61.0,60.0,58.0,61.0,59.0,61.0,59.0,60.0,59.0,1015,35.27,0.39419544452608385
2025-07-31 12:46:23,65.0,62.0,61.0,64.0,61.0,65.0,62.0,62.0,61.0,1010,26.06,0.28141072740631884
2025-07-31 12:46:24,60.0,59.0,57.0,59.0,58.0,60.0,57.0,60.0,58.0,1013,24.68,0.2645113886847906
2025-07-31 12:46:25,61.0,59.0,58.0,60.0,59.0,61.0,59.0,60.0,59.0,1012,44.18,0.5033063923585599
2025-07-31 12:46:27,64.0,62.0,61.0,64.0,64.0,64.0,62.0,62.0,62.0,1009,21.23,0.22226304188096987
2025-07-31 12:46:28,60.0,59.0,58.0,59.0,58.0,60.0,58.0,60.0,59.0,1012,31.97,0.35378398236590747
2025-07-31 12:46:29,62.0,60.0,59.0,60.0,59.0,62.0,59.0,61.0,59.0,1013,29.59,0.32463874602008325
2025-07-31 12:46:30,64.0,63.0,61.0,66.0,62.0,64.0,62.0,63.0,61.0,1010,38.39,0.4324026451138869
2025-07-31 12:46:31,60.0,59.0,58.0,59.0,58.0,60.0,58.0,60.0,58.0,1013,27.56,0.29977957384276266
2025-07-31 12:46:32,74.0,72.0,69.0,73.0,72.0,73.0,74.0,72.0,72.0,1012,29.17,0.31949546901787906
2025-07-31 12:46:33,61.0,60.0,57.0,60.0,58.0,60.0,59.0,61.0,59.0,1015,25.07,0.269287288758266
2025-07-31 12:46:34,72.0,68.0,63.0,67.0,72.0,67.0,69.0,65.0,66.0,1010,32.2,0.35660053881949555
2025-07-31 12:46:35,61.0,59.0,58.0,60.0,58.0,61.0,58.0,60.0,58.0,1011,23.36,0.24834680382072008
2025-07-31 12:46:36,59.0,58.0,57.0,59.0,57.0,59.0,57.0,58.0,57.0,1015,42.01,0.4767327945138379
2025-07-31 12:46:37,59.0,58.0,57.0,59.0,57.0,59.0,57.0,59.0,57.0,1013,24.68,0.2645113886847906
2025-07-31 12:46:38,74.0,73.0,68.0,74.0,71.0,73.0,72.0,72.0,72.0,1011,26.46,0.28630908645603725
2025-07-31 12:46:39,61.0,61.0,58.0,60.0,59.0,61.0,59.0,61.0,59.0,1012,33.23,0.3692138133725202
2025-07-31 12:46:40,63.0,61.0,61.0,63.0,60.0,63.0,61.0,64.0,61.0,1012,38.06,0.4283614988978693
2025-07-31 12:46:41,60.0,59.0,58.0,59.0,58.0,60.0,57.0,60.0,58.0,1013,25.01,0.2685525349008082
2025-07-31 12:46:42,73.0,73.0,68.0,72.0,70.0,73.0,72.0,72.0,71.0,1013,24.37,0.26071516042125886
2025-07-31 12:46:43,60.0,59.0,57.0,59.0,57.0,60.0,57.0,59.0,58.0,1014,29.41,0.32243448444771
2025-07-31 12:46:44,67.0,64.0,62.0,66.0,64.0,67.0,63.0,63.0,63.0,1010,37.26,0.4185647807984325
2025-07-31 12:46:45,61.0,60.0,59.0,60.0,58.0,61.0,59.0,60.0,59.0,1012,29.22,0.32010776389909384
2025-07-31 12:46:46,76.0,73.0,70.0,76.0,73.0,75.0,73.0,75.0,72.0,1012,24.34,0.26034778349253
2025-07-31 12:46:47,65.0,65.0,61.0,65.0,63.0,64.0,63.0,64.0,63.0,1014,28.91,0.3163115356355621
2025-07-31 12:46:48,63.0,62.0,61.0,61.0,60.0,63.0,61.0,62.0,60.0,1011,27.19,0.2952485917217732
2025-07-31 12:46:49,60.0,59.0,58.0,60.0,58.0,60.0,58.0,60.0,59.0,1015,32.56,0.36100906196424204
2025-07-31 12:46:50,61.0,59.0,58.0,60.0,58.0,61.0,59.0,60.0,59.0,1014,33.75,0.3755816801371541
2025-07-31 12:46:51,73.0,73.0,69.0,74.0,72.0,72.0,71.0,73.0,71.0,1013,27.46,0.29855498408033315
2025-07-31 12:46:52,63.0,61.0,61.0,62.0,61.0,63.0,60.0,62.0,61.0,1012,22.42,0.236835660053882
2025-07-31 12:46:53,76.0,72.0,68.0,73.0,70.0,73.0,72.0,76.0,71.0,1014,41.11,0.4657114866519716
2025-07-31 12:46:54,73.0,73.0,69.0,72.0,71.0,73.0,72.0,72.0,71.0,1013,28.26,0.30835170217976976
2025-07-31 12:46:55,68.0,66.0,63.0,67.0,64.0,65.0,64.0,64.0,66.0,1010,27.91,0.30406563801126624
2025-07-31 12:46:56,61.0,59.0,59.0,60.0,58.0,61.0,59.0,61.0,59.0,1014,21.83,0.22961058045554741
2025-07-31 12:46:57,62.0,61.0,59.0,61.0,59.0,62.0,60.0,61.0,59.0,1013,39.01,0.4399951016409503
2025-07-31 12:46:58,63.0,62.0,60.0,62.0,61.0,63.0,62.0,63.0,61.0,1014,27.49,0.29892236100906194
2025-07-31 12:46:59,74.0,73.0,69.0,74.0,72.0,73.0,72.0,73.0,72.0,1013,28.05,0.30578006367866767
2025-07-31 12:47:00,62.0,60.0,59.0,61.0,59.0,62.0,59.0,61.0,59.0,1014,24.26,0.25936811168258633
2025-07-31 12:47:01,63.0,62.0,60.0,63.0,61.0,63.0,61.0,63.0,62.0,1012,44.25,0.5041636051922607
2025-07-31 12:47:02,60.0,59.0,58.0,60.0,58.0,60.0,58.0,60.0,58.0,1014,31.93,0.3532941464609356
2025-07-31 12:47:03,76.0,72.0,69.0,75.0,73.0,76.0,71.0,75.0,74.0,1011,25.77,0.27785941709527306
2025-07-31 12:47:04,64.0,62.0,61.0,63.0,62.0,64.0,63.0,62.0,64.0,1012,25.01,0.2685525349008082
2025-07-31 12:47:06,61.0,59.0,58.0,60.0,58.0,61.0,58.0,60.0,58.0,1014,41.4,0.4692627969630174
2025-07-31 12:47:07,73.0,73.0,68.0,73.0,71.0,73.0,73.0,73.0,72.0,1012,26.36,0.2850844966936077
2025-07-31 12:47:08,67.0,64.0,62.0,65.0,64.0,67.0,64.0,65.0,63.0,1013,29.33,0.3214548126377664
2025-07-31 12:47:09,61.0,60.0,59.0,60.0,58.0,61.0,58.0,60.0,59.0,1015,30.22,0.3323536615233897
2025-07-31 12:47:10,73.0,73.0,69.0,73.0,72.0,73.0,72.0,72.0,72.0,1012,23.51,0.25018368846436445
2025-07-31 12:47:11,62.0,60.0,59.0,60.0,59.0,62.0,59.0,61.0,59.0,1014,32.98,0.3661523389664462
2025-07-31 12:47:12,61.0,60.0,58.0,61.0,59.0,61.0,59.0,61.0,59.0,1014,34.87,0.38929708547636543
2025-07-31 12:47:13,75.0,73.0,71.0,74.0,73.0,75.0,73.0,73.0,73.0,1014,25.26,0.2716140093068822
2025-07-31 12:47:14,62.0,60.0,59.0,61.0,59.0,61.0,59.0,60.0,59.0,1014,25.72,0.2772471222140583
2025-07-31 12:47:15,62.0,62.0,59.0,60.0,60.0,62.0,60.0,60.0,59.0,1013,45.23,0.5161645848640706
2025-07-31 12:47:16,74.0,74.0,69.0,73.0,72.0,73.0,72.0,73.0,73.0,1015,27.71,0.3016164584864071
2025-07-31 12:47:17,66.0,63.0,62.0,65.0,63.0,65.0,63.0,63.0,65.0,1011,25.56,0.2752877785941709
2025-07-31 12:47:18,64.0,62.0,60.0,64.0,62.0,63.0,61.0,63.0,61.0,1012,24.2,0.2586333578251286
2025-07-31 12:47:19,70.0,70.0,67.0,70.0,67.0,70.0,68.0,70.0,69.0,1014,27.91,0.30406563801126624
2025-07-31 12:47:20,66.0,65.0,63.0,66.0,64.0,66.0,64.0,67.0,63.0,1012,38.84,0.43791329904482007
2025-07-31 12:47:21,73.0,70.0,68.0,71.0,72.0,71.0,70.0,72.0,71.0,1015,28.53,0.3116580945383297
2025-07-31 12:47:22,63.0,61.0,60.0,62.0,60.0,62.0,61.0,63.0,61.0,1013,24.75,0.26536860151849134
2025-07-31 12:47:23,62.0,61.0,59.0,61.0,60.0,62.0,60.0,61.0,60.0,1015,25.07,0.269287288758266
2025-07-31 12:47:24,65.0,64.0,62.0,65.0,64.0,65.0,64.0,64.0,63.0,1013,28.42,0.3103110457996572
2025-07-31 12:47:25,66.0,64.0,62.0,65.0,63.0,66.0,63.0,64.0,63.0,1012,24.76,0.26549106049473425
2025-07-31 12:47:26,61.0,61.0,59.0,61.0,60.0,61.0,59.0,61.0,59.0,1014,39.63,0.44758755816801377
2025-07-31 12:47:27,77.0,73.0,73.0,77.0,75.0,73.0,72.0,74.0,71.0,1016,25.4,0.2733284349742836
2025-07-31 12:47:28,61.0,60.0,58.0,60.0,59.0,61.0,59.0,61.0,60.0,1015,26.7,0.2892481018858682
2025-07-31 12:47:29,71.0,69.0,65.0,71.0,67.0,68.0,67.0,68.0,68.0,1012,42.23,0.47942689199118294
2025-07-31 12:47:30,63.0,63.0,60.0,63.0,62.0,63.0,61.0,63.0,62.0,1015,27.12,0.2943913788880725
2025-07-31 12:47:31,64.0,64.0,61.0,63.0,63.0,64.0,63.0,63.0,62.0,1015,26.59,0.28790105314719566
2025-07-31 12:47:32,65.0,63.0,61.0,63.0,62.0,65.0,61.0,63.0,62.0,1014,35.63,0.39860396767083034
2025-07-31 12:47:33,72.0,71.0,68.0,72.0,70.0,71.0,70.0,71.0,70.0,1015,36.78,0.4126867499387706
2025-07-31 12:47:34,62.0,60.0,59.0,60.0,60.0,62.0,60.0,61.0,60.0,1016,21.48,0.22532451628704384
2025-07-31 12:47:35,66.0,65.0,62.0,66.0,63.0,65.0,63.0,63.0,64.0,1013,28.24,0.3081067842272838
2025-07-31 12:47:36,62.0,62.0,59.0,62.0,61.0,62.0,60.0,62.0,60.0,1015,34.51,0.38488856233161894
2025-07-31 12:47:37,67.0,67.0,62.0,65.0,64.0,66.0,64.0,64.0,63.0,1012,35.33,0.39493019838354154
2025-07-31 12:47:38,67.0,64.0,62.0,65.0,64.0,67.0,64.0,67.0,63.0,1015,27.61,0.3003918687239775
2025-07-31 12:47:39,62.0,61.0,59.0,61.0,60.0,62.0,59.0,61.0,59.0,1015,27.77,0.3023512123438648
2025-07-31 12:47:40,78.0,75.0,71.0,78.0,75.0,76.0,76.0,75.0,74.0,1014,25.47,0.2741856478079843
2025-07-31 12:47:41,62.0,62.0,59.0,62.0,62.0,62.0,61.0,62.0,62.0,1018,31.65,0.34986529512613274
2025-07-31 12:47:42,64.0,63.0,61.0,64.0,63.0,64.0,62.0,62.0,61.0,1013,35.52,0.3972569189321578
2025-07-31 12:47:43,80.0,76.0,73.0,79.0,76.0,79.0,80.0,80.0,76.0,1014,26.67,0.2888807249571394
2025-07-31 12:47:44,62.0,61.0,60.0,62.0,60.0,62.0,60.0,62.0,60.0,1017,25.06,0.269164829782023
