Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level,normalized_task
2025-07-31 10:42:39,56.0,56.0,54.0,59.0,58.0,56.0,55.0,57.0,55.0,1027,23.65,0.2518981141317659
2025-07-31 10:42:40,57.0,55.0,54.0,55.0,54.0,55.0,55.0,56.0,54.0,1027,28.68,0.31349497918197405
2025-07-31 10:42:41,69.0,67.0,67.0,69.0,64.0,69.0,68.0,66.0,68.0,1027,11.33,0.10102865540044086
2025-07-31 10:42:42,79.0,56.0,55.0,57.0,75.0,59.0,58.0,79.0,56.0,1026,28.51,0.3114131765858438
2025-07-31 10:42:43,57.0,56.0,55.0,57.0,55.0,57.0,55.0,57.0,55.0,1027,28.77,0.31459710996816065
2025-07-31 10:42:44,63.0,60.0,59.0,63.0,60.0,61.0,59.0,60.0,59.0,1023,14.32,0.1376438892970855
2025-07-31 10:42:45,66.0,65.0,63.0,66.0,56.0,68.0,65.0,60.0,57.0,1025,18.2,0.18515797207935342
2025-07-31 10:42:46,60.0,58.0,57.0,60.0,60.0,59.0,59.0,60.0,57.0,1025,21.97,0.23132500612294882
2025-07-31 10:42:47,59.0,58.0,56.0,59.0,57.0,58.0,57.0,58.0,57.0,1024,18.21,0.18528043105559638
2025-07-31 10:42:48,72.0,72.0,68.0,72.0,61.0,71.0,69.0,63.0,71.0,1024,24.75,0.26536860151849134
2025-07-31 10:42:49,59.0,57.0,55.0,57.0,57.0,58.0,57.0,58.0,56.0,1025,29.31,0.3212098946852804
2025-07-31 10:42:50,74.0,56.0,56.0,56.0,73.0,59.0,57.0,74.0,57.0,1027,21.06,0.22018123928483954
2025-07-31 10:42:51,58.0,56.0,55.0,58.0,56.0,57.0,55.0,57.0,55.0,1025,11.59,0.10421258878275778
2025-07-31 10:42:52,57.0,55.0,54.0,56.0,55.0,57.0,54.0,57.0,54.0,1025,32.42,0.3592946362968406
2025-07-31 10:42:53,70.0,57.0,56.0,57.0,67.0,59.0,57.0,69.0,58.0,1026,22.03,0.23205975998040662
2025-07-31 10:42:54,58.0,56.0,55.0,57.0,55.0,57.0,55.0,57.0,55.0,1025,13.31,0.12527553269654668
2025-07-31 10:42:55,61.0,60.0,58.0,60.0,61.0,61.0,59.0,60.0,58.0,1023,28.14,0.3068821944648543
2025-07-31 10:42:56,70.0,69.0,66.0,69.0,55.0,70.0,68.0,57.0,68.0,1027,27.52,0.29928973793779085
2025-07-31 10:42:57,58.0,57.0,55.0,57.0,57.0,58.0,57.0,58.0,56.0,1026,5.8,0.03330884153808474
2025-07-31 10:42:58,62.0,60.0,58.0,60.0,62.0,62.0,59.0,60.0,59.0,1023,27.14,0.2946362968405585
2025-07-31 10:42:59,71.0,70.0,66.0,71.0,60.0,71.0,69.0,60.0,69.0,1025,22.35,0.2359784472201813
2025-07-31 10:43:00,58.0,57.0,55.0,56.0,55.0,57.0,55.0,57.0,55.0,1026,17.18,0.17266715650257164
2025-07-31 10:43:01,74.0,57.0,57.0,57.0,74.0,59.0,57.0,74.0,59.0,1027,29.73,0.3263531716874847
2025-07-31 10:43:03,58.0,58.0,56.0,58.0,57.0,58.0,56.0,57.0,56.0,1024,29.96,0.32916972814107276
2025-07-31 10:43:04,60.0,59.0,57.0,59.0,59.0,60.0,57.0,59.0,57.0,1025,9.72,0.08131276022532452
2025-07-31 10:43:05,57.0,56.0,55.0,56.0,55.0,56.0,55.0,56.0,54.0,1026,20.6,0.21454812637766352
2025-07-31 10:43:06,80.0,63.0,62.0,62.0,80.0,63.0,64.0,62.0,62.0,1022,32.33,0.35819250551065396
2025-07-31 10:43:07,72.0,71.0,66.0,72.0,60.0,71.0,59.0,71.0,70.0,1024,11.86,0.10751898114131765
2025-07-31 10:43:08,58.0,57.0,55.0,56.0,55.0,57.0,55.0,57.0,55.0,1026,23.96,0.2556943423952976
2025-07-31 10:43:09,72.0,57.0,57.0,59.0,57.0,72.0,58.0,71.0,59.0,1025,29.35,0.3216997305902523
2025-07-31 10:43:10,58.0,57.0,55.0,57.0,55.0,57.0,55.0,58.0,55.0,1027,19.5,0.20107763899093806
2025-07-31 10:43:11,76.0,59.0,57.0,59.0,56.0,76.0,57.0,75.0,59.0,1025,13.2,0.1239284839578741
2025-07-31 10:43:12,75.0,61.0,57.0,60.0,57.0,74.0,58.0,75.0,60.0,1025,25.82,0.2784717119764879
2025-07-31 10:43:13,58.0,57.0,55.0,57.0,56.0,57.0,55.0,58.0,56.0,1025,16.85,0.16862601028655402
2025-07-31 10:43:14,64.0,64.0,60.0,64.0,63.0,64.0,61.0,64.0,61.0,1022,22.14,0.23340680871907915
2025-07-31 10:43:15,58.0,56.0,54.0,56.0,55.0,56.0,54.0,56.0,55.0,1026,28.99,0.3172912074455057
2025-07-31 10:43:16,72.0,59.0,57.0,59.0,57.0,71.0,57.0,72.0,59.0,1025,18.66,0.19079108498652952
2025-07-31 10:43:17,76.0,62.0,61.0,66.0,76.0,65.0,62.0,76.0,62.0,1023,14.58,0.14082782267940241
2025-07-31 10:43:18,71.0,71.0,67.0,71.0,60.0,71.0,69.0,60.0,69.0,1025,28.87,0.31582169973059027
2025-07-31 10:43:19,59.0,58.0,55.0,57.0,57.0,58.0,56.0,58.0,56.0,1025,20.84,0.21748714180749448
2025-07-31 10:43:20,76.0,57.0,56.0,57.0,73.0,59.0,57.0,75.0,59.0,1026,16.36,0.16262552045064904
2025-07-31 10:43:21,58.0,58.0,57.0,58.0,57.0,58.0,56.0,58.0,56.0,1025,29.47,0.3231692383051678
2025-07-31 10:43:22,58.0,57.0,56.0,57.0,56.0,57.0,56.0,57.0,56.0,1024,27.64,0.3007592456527064
2025-07-31 10:43:23,68.0,56.0,56.0,56.0,55.0,58.0,56.0,68.0,56.0,1026,5.59,0.03073720303698261
2025-07-31 10:43:24,58.0,57.0,56.0,57.0,56.0,57.0,55.0,58.0,56.0,1025,25.62,0.2760225324516287
2025-07-31 10:43:25,78.0,77.0,65.0,78.0,63.0,73.0,75.0,62.0,70.0,1023,22.0,0.23169238305167772
2025-07-31 10:43:26,57.0,56.0,54.0,56.0,55.0,56.0,55.0,57.0,54.0,1026,18.77,0.19213813372520205
2025-07-31 10:43:27,72.0,59.0,58.0,59.0,60.0,61.0,69.0,72.0,61.0,1024,28.82,0.3152094048493755
2025-07-31 10:43:28,64.0,64.0,58.0,57.0,56.0,60.0,63.0,64.0,56.0,1026,28.16,0.3071271124173402
2025-07-31 10:43:29,58.0,56.0,55.0,57.0,56.0,58.0,56.0,58.0,56.0,1025,5.06,0.0242468772961058
2025-07-31 10:43:30,60.0,58.0,57.0,59.0,58.0,59.0,58.0,61.0,58.0,1024,26.21,0.2832476120499633
2025-07-31 10:43:31,72.0,59.0,58.0,59.0,57.0,59.0,57.0,59.0,72.0,1025,25.42,0.2735733529267696
2025-07-31 10:43:32,63.0,61.0,60.0,63.0,61.0,62.0,61.0,61.0,60.0,1022,13.4,0.1263776634827333
2025-07-31 10:43:33,58.0,56.0,55.0,56.0,55.0,57.0,55.0,57.0,55.0,1027,28.93,0.316556453588048
2025-07-31 10:43:34,72.0,57.0,57.0,60.0,59.0,60.0,69.0,72.0,60.0,1025,29.19,0.31974038697036494
2025-07-31 10:43:35,60.0,59.0,57.0,59.0,57.0,59.0,57.0,60.0,57.0,1024,13.57,0.12845946607886358
2025-07-31 10:43:36,74.0,72.0,67.0,74.0,65.0,73.0,73.0,65.0,72.0,1024,18.94,0.1942199363213324
2025-07-31 10:43:37,77.0,60.0,59.0,59.0,61.0,60.0,75.0,60.0,77.0,1026,27.11,0.2942689199118296
2025-07-31 10:43:38,59.0,58.0,56.0,58.0,56.0,58.0,56.0,58.0,57.0,1025,18.7,0.19128092089150134
2025-07-31 10:43:39,66.0,62.0,59.0,60.0,59.0,60.0,57.0,67.0,62.0,1024,21.53,0.22593681116825867
2025-07-31 10:43:40,60.0,58.0,57.0,59.0,57.0,58.0,57.0,59.0,57.0,1026,29.47,0.3231692383051678
2025-07-31 10:43:41,59.0,59.0,56.0,57.0,56.0,58.0,56.0,59.0,56.0,1025,26.18,0.2828802351212344
2025-07-31 10:43:42,61.0,59.0,58.0,60.0,58.0,60.0,58.0,60.0,58.0,1024,7.46,0.05363703159441587
2025-07-31 10:43:43,74.0,66.0,64.0,67.0,74.0,65.0,72.0,62.0,70.0,1023,25.79,0.278104335047759
2025-07-31 10:43:45,60.0,59.0,57.0,59.0,57.0,59.0,58.0,60.0,57.0,1025,34.31,0.3824393828067598
2025-07-31 10:43:46,77.0,58.0,58.0,57.0,74.0,59.0,59.0,77.0,58.0,1026,5.57,0.0304922850844967
2025-07-31 10:43:47,72.0,68.0,64.0,68.0,70.0,65.0,67.0,61.0,70.0,1024,29.29,0.32096497673279456
2025-07-31 10:43:48,78.0,72.0,69.0,71.0,78.0,62.0,71.0,61.0,70.0,1025,28.66,0.3132500612294881
2025-07-31 10:43:49,61.0,60.0,58.0,59.0,59.0,61.0,58.0,61.0,59.0,1025,4.83,0.021430320842517756
2025-07-31 10:43:50,58.0,57.0,55.0,57.0,55.0,57.0,56.0,57.0,56.0,1025,23.59,0.2511633602743081
2025-07-31 10:43:51,61.0,59.0,58.0,60.0,58.0,61.0,58.0,59.0,58.0,1024,31.51,0.34815086945873136
2025-07-31 10:43:52,65.0,65.0,61.0,64.0,63.0,62.0,61.0,61.0,60.0,1025,8.77,0.06967915748224345
2025-07-31 10:43:53,58.0,58.0,56.0,57.0,56.0,58.0,56.0,58.0,56.0,1025,28.32,0.30908645603722756
2025-07-31 10:43:54,59.0,58.0,56.0,58.0,56.0,58.0,56.0,58.0,56.0,1024,28.86,0.3156992407543473
2025-07-31 10:43:55,63.0,63.0,61.0,63.0,62.0,63.0,65.0,62.0,61.0,1025,15.21,0.1485427381827088
2025-07-31 10:43:56,58.0,57.0,55.0,56.0,55.0,57.0,55.0,57.0,56.0,1026,17.4,0.17536125397991673
2025-07-31 10:43:57,59.0,58.0,57.0,59.0,58.0,58.0,59.0,60.0,60.0,1025,31.24,0.3448444771001714
2025-07-31 10:43:58,69.0,57.0,57.0,58.0,64.0,59.0,69.0,59.0,59.0,1026,15.25,0.14903257408768064
2025-07-31 10:43:59,71.0,71.0,67.0,70.0,68.0,61.0,60.0,70.0,68.0,1025,24.74,0.2652461425422483
2025-07-31 10:44:00,58.0,58.0,56.0,57.0,55.0,58.0,56.0,58.0,56.0,1026,29.82,0.3274553024736714
2025-07-31 10:44:01,58.0,57.0,55.0,57.0,55.0,57.0,55.0,57.0,55.0,1026,15.57,0.15295126132745532
2025-07-31 10:44:02,61.0,59.0,58.0,60.0,58.0,61.0,59.0,60.0,58.0,1024,16.34,0.1623806024981631
2025-07-31 10:44:03,77.0,76.0,73.0,75.0,75.0,60.0,61.0,74.0,75.0,1026,23.62,0.251530737203037
2025-07-31 10:44:04,59.0,58.0,56.0,58.0,56.0,58.0,58.0,59.0,59.0,1025,17.29,0.17401420524124417
2025-07-31 10:44:05,60.0,59.0,58.0,60.0,58.0,60.0,59.0,60.0,58.0,1024,25.29,0.2719813862356111
2025-07-31 10:44:06,73.0,73.0,68.0,72.0,70.0,65.0,61.0,72.0,71.0,1024,28.77,0.31459710996816065
2025-07-31 10:44:07,58.0,58.0,55.0,57.0,56.0,57.0,56.0,57.0,56.0,1026,19.22,0.19764878765613522
2025-07-31 10:44:08,70.0,60.0,59.0,61.0,58.0,70.0,67.0,61.0,61.0,1025,14.11,0.13507225079598334
2025-07-31 10:44:09,76.0,59.0,58.0,59.0,57.0,76.0,75.0,60.0,58.0,1026,26.19,0.28300269409747736
2025-07-31 10:44:10,58.0,58.0,56.0,57.0,56.0,57.0,56.0,57.0,56.0,1025,30.47,0.33541513592946365
2025-07-31 10:44:11,77.0,59.0,58.0,59.0,58.0,77.0,69.0,60.0,60.0,1025,12.53,0.11572373254959588
2025-07-31 10:44:12,77.0,59.0,60.0,60.0,58.0,79.0,76.0,61.0,62.0,1025,28.96,0.3169238305167769
2025-07-31 10:44:13,59.0,58.0,57.0,59.0,57.0,59.0,57.0,59.0,57.0,1025,27.55,0.2996571148665197
2025-07-31 10:44:14,72.0,72.0,68.0,71.0,69.0,61.0,60.0,70.0,69.0,1025,5.2,0.025961302963507227
2025-07-31 10:44:15,58.0,57.0,55.0,57.0,55.0,57.0,56.0,57.0,56.0,1026,25.02,0.2686749938770512
2025-07-31 10:44:16,61.0,59.0,59.0,60.0,59.0,61.0,58.0,60.0,58.0,1023,24.21,0.2587558168013716
2025-07-31 10:44:17,62.0,62.0,60.0,61.0,60.0,62.0,61.0,61.0,60.0,1022,15.17,0.14805290227773696
2025-07-31 10:44:18,58.0,56.0,55.0,56.0,55.0,57.0,55.0,57.0,55.0,1027,27.47,0.29867744305657606
2025-07-31 10:44:19,74.0,61.0,58.0,60.0,57.0,74.0,59.0,64.0,61.0,1026,29.36,0.3218221895664953
2025-07-31 10:44:20,59.0,58.0,56.0,57.0,56.0,57.0,56.0,58.0,56.0,1026,7.52,0.05437178545187362
2025-07-31 10:44:22,60.0,59.0,58.0,60.0,58.0,60.0,59.0,60.0,58.0,1025,25.69,0.27687974528532944
2025-07-31 10:44:23,60.0,59.0,57.0,59.0,57.0,59.0,57.0,60.0,57.0,1025,21.55,0.22618172912074455
2025-07-31 10:44:24,74.0,59.0,57.0,58.0,56.0,59.0,74.0,68.0,57.0,1025,18.5,0.1888317413666422
2025-07-31 10:44:25,59.0,59.0,57.0,59.0,57.0,59.0,58.0,59.0,57.0,1025,27.75,0.3021062943913789
2025-07-31 10:44:26,72.0,72.0,68.0,72.0,70.0,71.0,61.0,60.0,68.0,1025,31.69,0.3503551310311046
2025-07-31 10:44:27,58.0,57.0,55.0,57.0,56.0,57.0,56.0,58.0,56.0,1026,16.89,0.16911584619152586
2025-07-31 10:44:28,60.0,58.0,56.0,59.0,57.0,59.0,57.0,60.0,57.0,1024,19.28,0.198383541513593
2025-07-31 10:44:29,73.0,72.0,68.0,73.0,72.0,73.0,62.0,61.0,71.0,1025,31.29,0.34545677198138625
2025-07-31 10:44:30,66.0,65.0,62.0,66.0,66.0,65.0,64.0,63.0,62.0,1023,22.35,0.2359784472201813
2025-07-31 10:44:31,58.0,57.0,56.0,57.0,55.0,57.0,55.0,57.0,56.0,1027,17.92,0.1817291207445506
2025-07-31 10:44:32,60.0,58.0,56.0,58.0,57.0,58.0,57.0,59.0,57.0,1026,30.4,0.33455792309576293
2025-07-31 10:44:33,73.0,59.0,59.0,60.0,59.0,62.0,72.0,73.0,62.0,1024,27.81,0.3028410482488366
2025-07-31 10:44:35,60.0,58.0,57.0,59.0,57.0,59.0,57.0,60.0,58.0,1025,6.59,0.04298310066127847
2025-07-31 10:44:36,60.0,59.0,57.0,60.0,58.0,61.0,59.0,60.0,58.0,1024,26.51,0.28692138133725203
2025-07-31 10:44:37,78.0,61.0,67.0,70.0,60.0,71.0,69.0,78.0,70.0,1025,28.64,0.31300514327700224
2025-07-31 10:44:38,59.0,57.0,55.0,57.0,56.0,57.0,56.0,58.0,56.0,1027,12.05,0.10984570168993388
2025-07-31 10:44:39,61.0,59.0,57.0,60.0,58.0,60.0,60.0,61.0,58.0,1025,27.79,0.30259613029635074
2025-07-31 10:44:40,75.0,59.0,57.0,58.0,74.0,62.0,57.0,76.0,57.0,1026,28.33,0.3092089150134705
2025-07-31 10:44:41,59.0,57.0,55.0,57.0,55.0,58.0,56.0,57.0,56.0,1027,10.48,0.09061964241978938
2025-07-31 10:44:42,77.0,59.0,59.0,60.0,74.0,60.0,62.0,77.0,60.0,1026,19.04,0.19544452608376195
2025-07-31 10:44:43,60.0,58.0,57.0,58.0,57.0,59.0,57.0,59.0,58.0,1025,34.65,0.3866029879990204
2025-07-31 10:44:44,73.0,71.0,68.0,62.0,71.0,72.0,61.0,72.0,70.0,1024,7.16,0.04996326230712712
2025-07-31 10:44:45,58.0,58.0,56.0,57.0,56.0,58.0,56.0,58.0,56.0,1026,26.94,0.29218711731569924
2025-07-31 10:44:46,65.0,59.0,58.0,59.0,61.0,60.0,60.0,65.0,59.0,1026,28.75,0.31435219201567477
2025-07-31 10:44:47,74.0,74.0,68.0,74.0,62.0,73.0,73.0,62.0,71.0,1024,15.78,0.15552289982855744
2025-07-31 10:44:48,70.0,69.0,65.0,70.0,59.0,69.0,68.0,59.0,68.0,1026,16.6,0.16556453588048006
2025-07-31 10:44:49,60.0,58.0,57.0,58.0,56.0,58.0,56.0,59.0,57.0,1026,25.53,0.2749204016654421
2025-07-31 10:44:50,72.0,61.0,60.0,59.0,72.0,60.0,60.0,72.0,60.0,1025,20.16,0.2091599314229733
2025-07-31 10:44:52,60.0,59.0,57.0,60.0,59.0,60.0,59.0,60.0,59.0,1024,20.7,0.21577271614009305
2025-07-31 10:44:53,73.0,59.0,59.0,60.0,71.0,62.0,60.0,73.0,60.0,1025,29.95,0.3290472691648298
2025-07-31 10:44:54,79.0,59.0,59.0,62.0,77.0,62.0,60.0,79.0,59.0,1024,23.89,0.25483712956159693
2025-07-31 10:44:55,72.0,71.0,68.0,71.0,61.0,61.0,69.0,72.0,70.0,1026,11.02,0.09723242713690913
2025-07-31 10:44:56,58.0,57.0,56.0,57.0,55.0,57.0,55.0,58.0,56.0,1026,33.55,0.37313250061229486
2025-07-31 10:44:57,60.0,58.0,57.0,59.0,57.0,58.0,57.0,60.0,57.0,1026,25.5,0.2745530247367132
2025-07-31 10:44:58,59.0,57.0,57.0,58.0,58.0,59.0,58.0,59.0,57.0,1025,10.04,0.08523144746509918
2025-07-31 10:44:59,58.0,57.0,55.0,57.0,56.0,56.0,56.0,57.0,56.0,1026,30.84,0.3399461180504531
2025-07-31 10:45:00,58.0,57.0,56.0,57.0,56.0,58.0,56.0,58.0,56.0,1027,29.66,0.32549595885378396
2025-07-31 10:45:02,60.0,58.0,58.0,59.0,58.0,60.0,58.0,60.0,58.0,1024,9.17,0.07457751653196179
2025-07-31 10:45:03,58.0,57.0,55.0,56.0,55.0,57.0,55.0,57.0,56.0,1027,20.74,0.21626255204506487
2025-07-31 10:45:04,59.0,57.0,56.0,58.0,56.0,58.0,56.0,58.0,56.0,1026,36.04,0.4036247856967916
2025-07-31 10:45:05,72.0,72.0,67.0,71.0,70.0,72.0,72.0,72.0,70.0,1026,11.17,0.09906931178055352
2025-07-31 10:45:06,57.0,56.0,54.0,56.0,55.0,56.0,55.0,56.0,55.0,1027,24.41,0.2612049963262307
2025-07-31 10:45:07,59.0,58.0,57.0,59.0,57.0,58.0,56.0,58.0,57.0,1026,28.63,0.3128826843007592
2025-07-31 10:45:08,65.0,62.0,63.0,65.0,64.0,64.0,63.0,65.0,62.0,1023,20.15,0.20903747244673035
2025-07-31 10:45:09,78.0,65.0,57.0,57.0,76.0,58.0,57.0,78.0,57.0,1028,11.55,0.10372275287778596
2025-07-31 10:45:10,61.0,58.0,55.0,56.0,60.0,56.0,55.0,61.0,55.0,1028,36.4,0.4080333088415381
2025-07-31 10:45:11,66.0,62.0,62.0,66.0,63.0,64.0,63.0,63.0,61.0,1024,17.82,0.180504530982121
2025-07-31 10:45:13,75.0,71.0,68.0,72.0,74.0,73.0,71.0,75.0,70.0,1025,14.92,0.144991427871663
2025-07-31 10:45:14,57.0,55.0,55.0,56.0,55.0,56.0,54.0,57.0,56.0,1028,29.8,0.3272103845211854
