Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level,optimized_task_level
2025-07-31 12:51:08,89.0,87.0,84.0,89.0,83.0,89.0,85.0,88.0,87.0,2776,3.4,2.821144264466923
2025-07-31 12:51:09,91.0,90.0,85.0,87.0,81.0,91.0,84.0,90.0,84.0,2784,3.4,2.8022937513939237
2025-07-31 12:51:10,89.0,85.0,78.0,87.0,89.0,86.0,86.0,85.0,83.0,2790,3.4,2.795632790287369
2025-07-31 12:51:11,90.0,82.0,79.0,90.0,84.0,87.0,89.0,83.0,89.0,2802,3.4,2.7869054036077587
2025-07-31 12:51:12,89.0,88.0,82.0,89.0,83.0,88.0,85.0,88.0,88.0,2806,3.4,2.7727189452254977
2025-07-31 12:51:13,87.0,86.0,80.0,87.0,87.0,87.0,86.0,86.0,85.0,2830,3.4,2.7655748899686987
2025-07-31 12:51:14,90.0,86.0,80.0,88.0,84.0,87.0,90.0,86.0,85.0,2837,3.4,2.7578646983542243
2025-07-31 12:51:15,90.0,84.0,83.0,90.0,84.0,89.0,86.0,84.0,85.0,2848,3.4,2.752063618058512
2025-07-31 12:51:16,88.0,87.0,83.0,87.0,82.0,88.0,84.0,88.0,88.0,2854,3.4,2.7456053379349052
2025-07-31 12:51:17,89.0,86.0,80.0,87.0,89.0,87.0,84.0,86.0,84.0,2867,3.4,2.743477542123639
2025-07-31 12:51:18,90.0,86.0,80.0,85.0,84.0,87.0,90.0,86.0,83.0,2869,3.4,2.7439568532113223
2025-07-31 12:51:19,90.0,88.0,84.0,90.0,84.0,89.0,85.0,88.0,87.0,2883,3.4,2.7336473857630574
2025-07-31 12:51:20,89.0,87.0,85.0,87.0,86.0,87.0,85.0,89.0,84.0,2886,3.4,2.72837905777087
2025-07-31 12:51:21,90.0,85.0,80.0,86.0,90.0,86.0,88.0,86.0,85.0,2912,3.4,2.727287367117633
2025-07-31 12:51:22,91.0,85.0,80.0,89.0,84.0,87.0,91.0,86.0,83.0,2917,3.4,2.727779116207255
2025-07-31 12:51:23,92.0,88.0,84.0,92.0,84.0,90.0,85.0,87.0,87.0,2923,3.4,2.7189627248707824
2025-07-31 12:51:24,89.0,85.0,85.0,87.0,86.0,87.0,85.0,89.0,84.0,2931,3.4,2.718352856735052
2025-07-31 12:51:25,90.0,85.0,80.0,88.0,85.0,87.0,90.0,87.0,85.0,2945,3.4,2.719239544530752
2025-07-31 12:51:27,90.0,86.0,80.0,90.0,84.0,89.0,90.0,85.0,83.0,2949,3.4,2.720734402714461
2025-07-31 12:51:28,89.0,88.0,80.0,87.0,81.0,89.0,84.0,86.0,86.0,2958,3.4,2.727824518772813
2025-07-31 12:51:29,90.0,85.0,86.0,86.0,87.0,87.0,84.0,90.0,85.0,2962,3.4,2.727942501064014
2025-07-31 12:51:30,92.0,84.0,80.0,89.0,84.0,88.0,92.0,87.0,85.0,2975,3.4,2.7294264297167588
2025-07-31 12:51:31,91.0,88.0,83.0,92.0,83.0,90.0,85.0,85.0,85.0,2978,3.4,2.7297239206216433
2025-07-31 12:51:32,89.0,85.0,84.0,87.0,85.0,87.0,86.0,89.0,89.0,2990,3.4,2.729650582459197
2025-07-31 12:51:33,88.0,85.0,79.0,85.0,86.0,86.0,88.0,87.0,85.0,2998,3.4,2.7391934114318928
2025-07-31 12:51:34,90.0,87.0,79.0,90.0,83.0,89.0,89.0,86.0,85.0,3006,3.4,2.7432904098467366
2025-07-31 12:51:35,90.0,89.0,80.0,88.0,84.0,92.0,85.0,86.0,82.0,3005,3.4,2.749418684768323
2025-07-31 12:51:36,89.0,86.0,84.0,87.0,87.0,87.0,85.0,88.0,88.0,3018,3.4,2.75090568974775
2025-07-31 12:51:37,89.0,84.0,84.0,88.0,85.0,84.0,88.0,89.0,84.0,3023,3.4,2.7577282095051285
2025-07-31 12:51:38,91.0,86.0,79.0,91.0,84.0,89.0,90.0,86.0,84.0,3037,3.4,2.7623398102109165
2025-07-31 12:51:39,90.0,90.0,78.0,88.0,83.0,88.0,85.0,86.0,82.0,3042,3.4,2.774741456312451
2025-07-31 12:51:40,88.0,85.0,83.0,87.0,87.0,86.0,84.0,87.0,88.0,3054,3.4,2.7815354240239216
2025-07-31 12:51:41,90.0,83.0,80.0,90.0,84.0,84.0,89.0,90.0,84.0,3057,3.4,2.791042371786742
2025-07-31 12:51:42,89.0,89.0,79.0,88.0,84.0,89.0,85.0,85.0,84.0,3066,3.4,2.801586497558737
2025-07-31 12:51:43,89.0,86.0,79.0,89.0,82.0,88.0,86.0,87.0,86.0,3071,3.4,2.8123051002759043
2025-07-31 12:51:44,90.0,85.0,84.0,85.0,88.0,87.0,83.0,89.0,90.0,3083,3.4,2.816493258993273
2025-07-31 12:51:45,89.0,84.0,84.0,89.0,87.0,87.0,88.0,87.0,84.0,3085,3.4,2.8216375696080243
2025-07-31 12:51:46,92.0,87.0,80.0,87.0,83.0,92.0,86.0,91.0,84.0,3096,3.4,2.826894880361875
2025-07-31 12:51:47,90.0,90.0,80.0,88.0,82.0,87.0,85.0,86.0,88.0,3098,3.4,2.8355728473531494
2025-07-31 12:51:48,90.0,85.0,84.0,87.0,87.0,87.0,88.0,86.0,90.0,3110,3.4,2.8376345051392455
2025-07-31 12:51:49,90.0,85.0,82.0,90.0,84.0,89.0,89.0,88.0,85.0,3117,3.4,2.841398201434875
2025-07-31 12:51:50,90.0,88.0,79.0,88.0,83.0,89.0,85.0,90.0,84.0,3130,3.4,2.8501860451644943
2025-07-31 12:51:51,88.0,88.0,80.0,88.0,81.0,87.0,85.0,86.0,87.0,3134,3.4,2.8622899369532706
2025-07-31 12:51:52,89.0,85.0,84.0,89.0,87.0,84.0,89.0,85.0,89.0,3148,3.4,2.8659968057783867
2025-07-31 12:51:53,90.0,82.0,85.0,90.0,84.0,88.0,90.0,87.0,84.0,3145,3.4,2.87129197429043
2025-07-31 12:51:54,90.0,88.0,80.0,87.0,84.0,87.0,84.0,90.0,84.0,3159,3.4,2.881530293334412
2025-07-31 12:51:55,88.0,86.0,80.0,88.0,86.0,87.0,86.0,87.0,87.0,3157,3.4,2.8891506308991945
2025-07-31 12:51:56,90.0,85.0,82.0,90.0,88.0,88.0,86.0,85.0,88.0,3167,3.4,2.8924799977087723
2025-07-31 12:51:57,90.0,87.0,82.0,90.0,83.0,90.0,88.0,87.0,83.0,3159,3.4,2.8973453007069767
2025-07-31 12:51:58,91.0,90.0,80.0,88.0,84.0,87.0,86.0,91.0,85.0,3154,3.4,2.9012557954083276
2025-07-31 12:51:59,88.0,86.0,81.0,88.0,87.0,88.0,86.0,85.0,88.0,3145,3.4,2.9067296437516874
2025-07-31 12:52:00,89.0,84.0,81.0,90.0,88.0,88.0,88.0,85.0,86.0,3143,3.4,2.9112852539692966
2025-07-31 12:52:01,90.0,85.0,84.0,90.0,83.0,89.0,86.0,87.0,83.0,3132,3.4,2.9182645981172985
2025-07-31 12:52:02,91.0,89.0,80.0,88.0,82.0,87.0,85.0,91.0,82.0,3121,3.4,2.92770454027875
2025-07-31 12:52:03,89.0,85.0,81.0,89.0,87.0,87.0,83.0,86.0,87.0,3112,3.4,2.93628899623802
2025-07-31 12:52:04,90.0,83.0,82.0,90.0,84.0,89.0,89.0,84.0,86.0,3115,3.4,2.9432099831036003
2025-07-31 12:52:05,89.0,88.0,85.0,88.0,83.0,88.0,84.0,89.0,84.0,3114,3.4,2.9484567773322894
2025-07-31 12:52:06,91.0,87.0,81.0,89.0,81.0,87.0,86.0,91.0,83.0,3110,3.4,2.9570534758323843
2025-07-31 12:52:07,89.0,86.0,79.0,85.0,89.0,85.0,89.0,86.0,89.0,3112,3.4,2.9631568292837858
2025-07-31 12:52:08,90.0,85.0,84.0,90.0,84.0,90.0,89.0,85.0,84.0,3114,3.4,2.9667599733837475
2025-07-31 12:52:09,90.0,88.0,80.0,90.0,84.0,88.0,86.0,83.0,85.0,3123,3.4,2.976218185440837
2025-07-31 12:52:10,91.0,91.0,80.0,88.0,81.0,88.0,85.0,90.0,86.0,3132,3.4,2.9814761076402037
2025-07-31 12:52:11,89.0,85.0,78.0,86.0,88.0,89.0,83.0,86.0,89.0,3141,3.4,2.9908711197584896
2025-07-31 12:52:12,91.0,86.0,84.0,90.0,83.0,91.0,88.0,86.0,84.0,3146,3.4,2.9935124795811934
2025-07-31 12:52:13,89.0,89.0,80.0,89.0,84.0,88.0,86.0,82.0,84.0,3154,3.4,3.004433409200599
2025-07-31 12:52:14,90.0,86.0,80.0,87.0,85.0,87.0,85.0,90.0,87.0,3161,3.4,3.0110739266942943
2025-07-31 12:52:15,90.0,85.0,78.0,87.0,87.0,90.0,88.0,87.0,90.0,3174,3.4,3.013416937989332
2025-07-31 12:52:16,92.0,85.0,84.0,90.0,84.0,92.0,89.0,85.0,85.0,3176,3.4,3.0139332467811877
2025-07-31 12:52:17,90.0,90.0,81.0,88.0,83.0,88.0,86.0,84.0,85.0,3176,3.4,3.0218093068770555
2025-07-31 12:52:18,89.0,85.0,80.0,87.0,84.0,87.0,85.0,89.0,87.0,3174,3.4,3.0303660532839625
2025-07-31 12:52:19,90.0,85.0,81.0,90.0,87.0,90.0,88.0,86.0,89.0,3189,3.4,3.0287377324387488
2025-07-31 12:52:20,92.0,87.0,84.0,92.0,83.0,87.0,90.0,85.0,83.0,3189,3.4,3.0310919721539347
2025-07-31 12:52:22,91.0,91.0,80.0,88.0,84.0,87.0,85.0,82.0,85.0,3193,3.4,3.0407741026760853
2025-07-31 12:52:23,90.0,85.0,80.0,88.0,86.0,87.0,86.0,90.0,86.0,3193,3.4,3.0452343828099053
2025-07-31 12:52:24,89.0,84.0,77.0,88.0,85.0,89.0,86.0,85.0,87.0,3195,3.4,3.055343966387487
2025-07-31 12:52:25,89.0,87.0,81.0,89.0,83.0,87.0,88.0,84.0,83.0,3189,3.4,3.0644153508656102
2025-07-31 12:52:26,89.0,88.0,85.0,87.0,83.0,87.0,86.0,85.0,85.0,3189,3.4,3.0699577912853417
2025-07-31 12:52:27,90.0,87.0,80.0,88.0,82.0,90.0,87.0,86.0,87.0,3183,3.4,3.074485160484579
2025-07-31 12:52:28,92.0,85.0,80.0,90.0,87.0,92.0,89.0,89.0,88.0,3178,3.4,3.0679817799081195
2025-07-31 12:52:29,92.0,85.0,82.0,92.0,84.0,87.0,89.0,86.0,85.0,3165,3.4,3.0696808039093204
2025-07-31 12:52:30,88.0,88.0,84.0,87.0,84.0,87.0,85.0,85.0,85.0,3161,3.4,3.0754432139296353
2025-07-31 12:52:31,91.0,91.0,81.0,88.0,82.0,88.0,86.0,86.0,83.0,3150,3.4,3.081096656850613
2025-07-31 12:52:32,87.0,86.0,79.0,87.0,86.0,87.0,86.0,86.0,86.0,3148,3.4,3.088347483349574
2025-07-31 12:52:33,89.0,85.0,80.0,84.0,88.0,87.0,83.0,89.0,88.0,3135,3.4,3.0947031321470675
2025-07-31 12:52:34,90.0,84.0,83.0,88.0,83.0,87.0,88.0,90.0,84.0,3132,3.4,3.0985202345508664
2025-07-31 12:52:35,90.0,87.0,82.0,90.0,81.0,90.0,89.0,86.0,85.0,3132,3.4,3.099812768749428
2025-07-31 12:52:36,89.0,87.0,79.0,89.0,84.0,86.0,84.0,84.0,84.0,3132,3.4,3.111963857931048
2025-07-31 12:52:37,91.0,86.0,84.0,88.0,84.0,87.0,85.0,91.0,85.0,3115,3.4,3.113236414162913
2025-07-31 12:52:38,89.0,85.0,84.0,89.0,84.0,89.0,86.0,89.0,85.0,3123,3.4,3.1137089685712485
2025-07-31 12:52:39,91.0,84.0,85.0,91.0,83.0,91.0,82.0,90.0,82.0,3114,3.4,3.1167078669833113
2025-07-31 12:52:40,89.0,88.0,79.0,86.0,87.0,87.0,89.0,89.0,87.0,3114,3.4,3.116403774704845
2025-07-31 12:52:41,90.0,88.0,79.0,86.0,83.0,86.0,90.0,88.0,85.0,3115,3.4,3.121996190690472
2025-07-31 12:52:42,90.0,85.0,81.0,90.0,83.0,88.0,86.0,90.0,85.0,3117,3.4,3.125119628962946
2025-07-31 12:52:43,91.0,85.0,84.0,87.0,84.0,89.0,91.0,86.0,84.0,3115,3.4,3.126610752716585
2025-07-31 12:52:44,93.0,83.0,86.0,86.0,88.0,93.0,85.0,86.0,85.0,3119,3.4,3.1264719074224634
2025-07-31 12:52:45,90.0,87.0,80.0,90.0,89.0,87.0,85.0,85.0,87.0,3130,3.4,3.128037020109604
2025-07-31 12:52:46,89.0,89.0,80.0,88.0,83.0,87.0,86.0,86.0,85.0,3130,3.4,3.1346231199529373
2025-07-31 12:52:47,88.0,86.0,79.0,87.0,84.0,87.0,86.0,88.0,85.0,3139,3.4,3.14288726527003
2025-07-31 12:52:48,91.0,85.0,84.0,88.0,84.0,87.0,86.0,91.0,83.0,3145,3.4,3.1461206970606357
2025-07-31 12:52:49,90.0,85.0,84.0,90.0,87.0,85.0,86.0,86.0,87.0,3154,3.4,3.1476579184229356
2025-07-31 12:52:50,89.0,86.0,80.0,89.0,84.0,89.0,89.0,85.0,85.0,3161,3.4,3.151653138427388
2025-07-31 12:52:51,91.0,91.0,79.0,86.0,83.0,91.0,86.0,85.0,85.0,3174,3.4,3.1564154152695867
2025-07-31 12:52:52,90.0,86.0,80.0,85.0,87.0,87.0,86.0,90.0,83.0,3176,3.4,3.1627533506911076
2025-07-31 12:52:53,90.0,83.0,84.0,90.0,89.0,86.0,83.0,89.0,88.0,3191,3.4,3.162300814348175
2025-07-31 12:52:54,89.0,89.0,79.0,87.0,84.0,88.0,89.0,85.0,85.0,3191,3.4,3.1667216853024507
2025-07-31 12:52:55,92.0,86.0,80.0,88.0,84.0,92.0,86.0,87.0,85.0,3206,3.4,3.169332453024009
2025-07-31 12:52:56,90.0,86.0,83.0,89.0,87.0,87.0,85.0,90.0,83.0,3206,3.4,3.170094714424032
2025-07-31 12:52:57,90.0,82.0,83.0,90.0,87.0,87.0,86.0,88.0,86.0,3218,3.4,3.171513700807468
2025-07-31 12:52:58,90.0,89.0,80.0,87.0,83.0,90.0,90.0,85.0,85.0,3220,3.4,3.1727243964959646
2025-07-31 12:52:59,93.0,87.0,81.0,87.0,84.0,93.0,85.0,87.0,85.0,3223,3.4,3.1737211626970523
2025-07-31 12:53:00,90.0,85.0,84.0,90.0,85.0,87.0,84.0,88.0,82.0,3220,3.4,3.177842113464448
2025-07-31 12:53:01,90.0,82.0,82.0,90.0,88.0,86.0,87.0,90.0,85.0,3216,3.4,3.177573535096057
2025-07-31 12:53:02,90.0,89.0,80.0,86.0,83.0,88.0,89.0,86.0,90.0,3208,3.4,3.1762718282513056
2025-07-31 12:53:03,89.0,86.0,81.0,87.0,84.0,89.0,86.0,87.0,85.0,3197,3.4,3.17981158432409
2025-07-31 12:53:04,90.0,86.0,83.0,90.0,86.0,87.0,86.0,89.0,86.0,3189,3.4,3.176517486928393
2025-07-31 12:53:05,90.0,87.0,83.0,90.0,89.0,85.0,87.0,90.0,86.0,3183,3.4,3.1697580853833958
2025-07-31 12:53:06,90.0,90.0,80.0,87.0,84.0,90.0,85.0,86.0,88.0,3178,3.4,3.168740867397034
2025-07-31 12:53:07,88.0,86.0,81.0,88.0,83.0,87.0,86.0,87.0,86.0,3165,3.4,3.172643614725837
2025-07-31 12:53:08,90.0,85.0,84.0,90.0,89.0,86.0,89.0,90.0,87.0,3163,3.4,3.163112813035565
2025-07-31 12:53:09,90.0,87.0,80.0,86.0,83.0,90.0,90.0,90.0,87.0,3145,3.4,3.159375091541008
2025-07-31 12:53:10,88.0,86.0,81.0,87.0,84.0,88.0,86.0,87.0,86.0,3141,3.4,3.162316395052382
2025-07-31 12:53:12,90.0,86.0,78.0,90.0,85.0,87.0,86.0,86.0,84.0,3132,3.4,3.167768596919937
2025-07-31 12:53:13,91.0,87.0,84.0,91.0,89.0,86.0,87.0,89.0,87.0,3135,3.4,3.158205815545604
2025-07-31 12:53:14,88.0,87.0,79.0,86.0,84.0,88.0,88.0,88.0,86.0,3121,3.4,3.1603675151003356
2025-07-31 12:53:15,87.0,86.0,80.0,87.0,85.0,87.0,87.0,87.0,86.0,3115,3.4,3.163424888861598
2025-07-31 12:53:16,89.0,86.0,79.0,89.0,89.0,87.0,87.0,86.0,86.0,3099,3.4,3.163218784210758
2025-07-31 12:53:17,90.0,87.0,83.0,90.0,84.0,88.0,89.0,89.0,87.0,3099,3.4,3.156448177606248
2025-07-31 12:53:18,92.0,88.0,80.0,87.0,82.0,92.0,86.0,91.0,89.0,3087,3.4,3.1514705164767536
2025-07-31 12:53:19,88.0,86.0,81.0,88.0,84.0,88.0,86.0,87.0,85.0,3089,3.4,3.1550060667072977
2025-07-31 12:53:20,92.0,86.0,84.0,92.0,89.0,88.0,84.0,86.0,85.0,3085,3.4,3.151167110372
2025-07-31 12:53:21,91.0,87.0,83.0,91.0,83.0,89.0,88.0,87.0,87.0,3082,3.4,3.146649226523249
2025-07-31 12:53:22,90.0,89.0,79.0,87.0,83.0,90.0,90.0,90.0,88.0,3082,3.4,3.1414623902575523
2025-07-31 12:53:23,88.0,85.0,81.0,88.0,88.0,87.0,87.0,87.0,86.0,3083,3.4,3.142288446176939
2025-07-31 12:53:24,90.0,86.0,83.0,90.0,90.0,87.0,86.0,85.0,85.0,3083,3.4,3.1407696213493304
2025-07-31 12:53:25,89.0,87.0,83.0,89.0,83.0,87.0,87.0,88.0,86.0,3068,3.4,3.1410836700909814
2025-07-31 12:53:26,90.0,88.0,79.0,87.0,83.0,90.0,88.0,90.0,89.0,3068,3.4,3.138258862460031
2025-07-31 12:53:27,89.0,87.0,80.0,88.0,89.0,87.0,86.0,87.0,85.0,3068,3.4,3.1398172771377286
2025-07-31 12:53:28,89.0,86.0,84.0,90.0,86.0,86.0,84.0,86.0,85.0,3064,3.4,3.143256396327546
2025-07-31 12:53:29,89.0,88.0,83.0,87.0,84.0,88.0,89.0,85.0,85.0,3068,3.4,3.145241841881548
2025-07-31 12:53:30,90.0,88.0,84.0,87.0,84.0,89.0,87.0,85.0,88.0,3071,3.4,3.14493540963743
2025-07-31 12:53:31,90.0,85.0,82.0,90.0,84.0,89.0,86.0,84.0,86.0,3071,3.4,3.1498522166565954
2025-07-31 12:53:32,91.0,86.0,81.0,91.0,82.0,88.0,87.0,91.0,85.0,3083,3.4,3.1507992959129982
2025-07-31 12:53:33,89.0,89.0,80.0,87.0,87.0,86.0,89.0,87.0,85.0,3083,3.4,3.1527633284484566
2025-07-31 12:53:34,90.0,90.0,83.0,87.0,84.0,89.0,90.0,85.0,87.0,3092,3.4,3.150731981915294
2025-07-31 12:53:35,88.0,85.0,85.0,88.0,84.0,87.0,86.0,87.0,88.0,3094,3.4,3.153039906902681
2025-07-31 12:53:36,91.0,86.0,81.0,91.0,83.0,88.0,87.0,90.0,85.0,3114,3.4,3.1546697163978172
2025-07-31 12:53:37,91.0,88.0,80.0,87.0,87.0,85.0,89.0,91.0,85.0,3114,3.4,3.155567044713715
2025-07-31 12:53:38,91.0,91.0,81.0,87.0,84.0,90.0,88.0,87.0,88.0,3121,3.4,3.153229342015184
2025-07-31 12:53:39,88.0,85.0,85.0,85.0,84.0,88.0,86.0,86.0,87.0,3128,3.4,3.1593384570486878
2025-07-31 12:53:40,91.0,87.0,81.0,91.0,84.0,87.0,83.0,88.0,85.0,3145,3.4,3.1655223797317493
2025-07-31 12:53:41,90.0,89.0,80.0,87.0,87.0,86.0,89.0,90.0,83.0,3148,3.4,3.1675607746936625
2025-07-31 12:53:42,91.0,91.0,83.0,87.0,84.0,90.0,86.0,86.0,87.0,3159,3.4,3.1671226045720724
2025-07-31 12:53:43,87.0,85.0,86.0,85.0,84.0,87.0,86.0,86.0,86.0,3165,3.4,3.1742074827826543
2025-07-31 12:53:44,90.0,86.0,80.0,90.0,83.0,87.0,86.0,90.0,85.0,3170,3.4,3.179610891173962
2025-07-31 12:53:45,91.0,86.0,80.0,91.0,85.0,88.0,87.0,89.0,85.0,3176,3.4,3.1816526266427116
2025-07-31 12:53:46,91.0,85.0,78.0,91.0,87.0,90.0,86.0,91.0,84.0,3189,3.4,3.182829184994929
2025-07-31 12:53:47,93.0,84.0,84.0,89.0,84.0,93.0,88.0,86.0,85.0,3189,3.4,3.1831061586638096
2025-07-31 12:53:48,92.0,86.0,80.0,87.0,84.0,92.0,89.0,85.0,88.0,3208,3.4,3.184994931168603
2025-07-31 12:53:49,90.0,90.0,80.0,89.0,84.0,87.0,90.0,83.0,90.0,3206,3.4,3.1851001400251806
2025-07-31 12:53:50,90.0,89.0,79.0,90.0,84.0,86.0,90.0,89.0,85.0,3218,3.4,3.1859375049374754
2025-07-31 12:53:51,90.0,86.0,84.0,88.0,88.0,90.0,85.0,87.0,84.0,3221,3.4,3.1866431997000877
2025-07-31 12:53:52,89.0,85.0,85.0,87.0,84.0,89.0,86.0,86.0,84.0,3235,3.4,3.192224125852942
2025-07-31 12:53:53,90.0,88.0,82.0,89.0,84.0,87.0,90.0,84.0,86.0,3239,3.4,3.1942885069331504
2025-07-31 12:53:54,90.0,87.0,79.0,90.0,84.0,85.0,89.0,89.0,88.0,3227,3.4,3.1953364145540957
2025-07-31 12:53:55,90.0,89.0,82.0,88.0,87.0,90.0,85.0,86.0,84.0,3223,3.4,3.1962408876519635
2025-07-31 12:53:56,89.0,86.0,86.0,89.0,84.0,88.0,87.0,86.0,85.0,3221,3.4,3.19701642695419
2025-07-31 12:53:57,87.0,86.0,81.0,87.0,84.0,86.0,87.0,84.0,85.0,3223,3.4,3.206862192291878
